genre,metascore,movie,rate,time,votes,year
"
Drama, Sci-Fi            ",51,The Fountain,7.3,96 min,210908,(2006)
"
Action, Crime, Thriller            ",45,The Fast and the Furious: Tokyo Drift,6.0,104 min,209266,(2006)
"
Comedy, Romance            ",52,The Holiday,6.9,138 min,208364,(2006)
"
Comedy, Drama, Fantasy            ",67,Stranger Than Fiction,7.6,113 min,202572,(2006)
"
Horror            ",31,Silent Hill,6.6,125 min,196563,(2006)
"
Drama, Sport            ",63,Rocky Balboa,7.2,102 min,181540,(2006)
"
Action, Adventure, Fantasy            ",36,Underworld: Evolution,6.7,106 min,175115,(2006)
"
Biography, Drama, History            ",74,The Last King of Scotland,7.7,123 min,160770,(2006)
"
Horror, Mystery, Thriller            ",48,Saw III,6.2,108 min,160716,(2006)
"
Animation, Adventure, Comedy            ",77,Happy Feet,6.5,108 min,151136,(2006)
"
Comedy, Sport            ",66,Talladega Nights: The Ballad of Ricky Bobby,6.6,108 min,147019,(2006)
"
Horror, Thriller            ",52,The Hills Have Eyes,6.4,107 min,144425,(2006)
"
Drama, History, War            ",89,Letters from Iwo Jima,7.9,141 min,143012,(2006)
"
Animation, Adventure, Comedy            ",67,Over the Hedge,6.7,83 min,142045,(2006)
"
Comedy, Romance, Sport            ",45,She's the Man,6.4,105 min,131602,(2006)
"
Action, Crime, Drama            ",45,Smokin' Aces,6.7,109 min,129064,(2006)
"
Adventure, Comedy, Sci-Fi            ",66,Idiocracy,6.6,84 min,125432,(2006)
"
Drama, Fantasy, Romance            ",52,The Lake House,6.8,99 min,125337,(2006)
"
Action, Adventure, Crime            ",58,Snakes on a Plane,5.5,105 min,123330,(2006)
"
Comedy            ",65,Clerks II,7.4,97 min,122085,(2006)
"
Action, Crime, Drama            ",63,16 Blocks,6.6,102 min,119477,(2006)
"
Fantasy, Horror, Mystery            ",41,Final Destination 3,5.8,93 min,115569,(2006)
"
Action, Adventure, Family            ",38,Eragon,5.1,104 min,115068,(2006)
"
Comedy            ",47,Accepted,6.5,93 min,114060,(2006)
"
Comedy, Drama, Romance            ",45,The Break-Up,5.8,106 min,112540,(2006)
"
Drama, History, War            ",79,Flags of Our Fathers,7.1,135 min,109175,(2006)
"
Crime, Drama            ",86,This Is England,7.7,101 min,107366,(2006)
"
Comedy            ",40,Scary Movie 4,5.1,83 min,103315,(2006)
"
Crime, Drama, Music            ",48,Step Up,6.5,104 min,101301,(2006)
"
Action, Crime, Thriller            ",65,Miami Vice,6.0,134 min,100248,(2006)
"
Adventure, Comedy, Drama            ",64,The Fall,7.9,117 min,98838,(2006)
"
Drama, Romance            ",75,Little Children,7.5,136 min,98586,(2006)
"
Animation, Adventure, Comedy            ",74,Flushed Away,6.6,85 min,97652,(2006)
"
Animation, Crime, Drama            ",73,A Scanner Darkly,7.1,100 min,97573,(2006)
"
Biography, Drama, History            ",91,The Queen,7.3,103 min,95078,(2006)
"
Adventure, Comedy, Music            ",55,Tenacious D in The Pick of Destiny,6.8,93 min,93954,(2006)
"
Biography, Crime, Drama            ",53,Alpha Dog,6.9,118 min,93374,(2006)
"
Action, Crime, Drama            ",41,Running Scared,7.4,122 min,92564,(2006)
"
Adventure, Biography, Drama            ",77,Rescue Dawn,7.3,120 min,92502,(2006)
"
Drama, History, Thriller            ",61,The Good Shepherd,6.7,167 min,92348,(2006)
"
Drama, History, Thriller            ",90,United 93,7.6,111 min,90181,(2006)
"
Biography, Drama, History            ",65,Marie Antoinette,6.4,123 min,90050,(2006)
"
Action, Adventure, Drama            ",50,Poseidon,5.6,98 min,89247,(2006)
"
Drama, Fantasy, Mystery            ",36,Lady in the Water,5.6,110 min,87020,(2006)
"
Comedy, Crime, Drama            ",84,Volver,7.6,121 min,85213,(I) (2006)
"
Animation, Adventure, Comedy            ",68,Monster House,6.6,91 min,84657,(2006)
"
Drama, Romance            ",69,The Painted Veil,7.5,125 min,83834,(2006)
"
Action, Adventure, Drama            ",53,The Guardian,6.9,139 min,81226,(I) (2006)
"
Action, Drama, Horror            ",85,Gwoemul,7.0,120 min,80943,(2006)
"
Comedy, Drama, Romance            ",47,A Good Year,7.0,117 min,79724,(2006)
"
Drama            ",85,Half Nelson,7.2,106 min,78343,(2006)
"
Comedy, Drama, Romance            ",54,Cashback,7.2,102 min,78058,(2006)
"
Documentary            ",75,An Inconvenient Truth,7.5,96 min,75439,(2006)
"
Action, Sci-Fi, Thriller            ",18,Ultraviolet,4.4,88 min,75117,(2006)
"
Animation, Adventure, Comedy            ",49,Open Season,6.1,86 min,75029,(2006)
"
Comedy, Crime, Mystery            ",48,Scoop,6.7,96 min,74191,(2006)
"
Comedy, Romance            ",41,John Tucker Must Die,5.8,89 min,73590,(2006)
"
Comedy, Romance            ",46,"You, Me and Dupree",5.6,110 min,73417,(2006)
"
Comedy, Family, Sport            ",52,Nacho Libre,5.7,92 min,73082,(2006)
"
Adventure, Comedy, Crime            ",38,The Pink Panther,5.6,93 min,73068,(2006)
"
Drama, History, Thriller            ",66,World Trade Center,6.0,129 min,72522,(2006)
"
Comedy            ",33,Grandma's Boy,7.0,94 min,72342,(2006)
"
Crime, Drama, Romance            ",73,Notes on a Scandal,7.4,92 min,69372,(2006)
"
Comedy, Horror, Sci-Fi            ",69,Slither,6.5,95 min,67792,(2006)
"
Action, Biography, Drama            ",70,Huo yuanjia,7.7,104 min,67559,(2006)
"
Crime, Drama, Mystery            ",49,The Black Dahlia,5.6,121 min,67065,(2006)
"
Comedy, Drama, Romance            ",66,"Paris, je t'aime",7.3,120 min,66720,(2006)
"
Drama, Thriller, War            ",71,Zwartboek,7.8,145 min,66296,(2006)
"
Comedy, Drama, Fantasy            ",70,La science des rêves,7.3,105 min,64860,(2006)
"
Comedy, Romance            ",47,Failure to Launch,5.6,97 min,64686,(2006)
"
Drama, Music, Musical            ",76,Dreamgirls,6.5,130 min,62539,(2006)
"
Horror, Thriller            ",30,The Texas Chainsaw Massacre: The Beginning,5.9,91 min,62123,(2006)
"
Documentary, Action, Comedy            ",66,Jackass Number Two,7.1,92 min,61418,(2006)
"
Comedy            ",46,Beerfest,6.3,110 min,59448,(2006)
"
Biography, Drama, Sport            ",63,Invincible,7.1,105 min,58401,(2006)
"
Horror, Mystery, Thriller            ",36,The Wicker Man,3.7,102 min,58213,(2006)
"
Comedy, Romance, Sci-Fi            ",50,My Super Ex-Girlfriend,5.1,96 min,57774,(2006)
"
Drama, Music            ",52,Black Snake Moan,7.0,116 min,57008,(2006)
"
Animation, Adventure, Crime            ",81,Papurika,7.7,90 min,56820,(2006)
"
Comedy, Fantasy, Romance            ",48,Penelope,6.8,104 min,55683,(2006)
"
Adventure, Drama, Family            ",64,Eight Below,7.3,120 min,54491,(2006)
"
Comedy, Romance            ",11,Date Movie,2.8,83 min,53543,(2006)
"
Crime, Thriller            ",45,Firewall,5.8,105 min,52897,(2006)
"
Horror            ",43,The Omen,5.5,110 min,52352,(2006)
"
Drama, Sport            ",53,We Are Marshall,7.1,131 min,51952,(2006)
"
Adventure, Comedy, Family            ",33,RV,5.5,99 min,51101,(2006)
"
Comedy, Drama, Fantasy            ",62,Wristcutters: A Love Story,7.3,88 min,50114,(2006)
"
Comedy, Fantasy, Romance            ",29,Just My Luck,5.4,103 min,49178,(2006)
"
Action, Drama, Romance            ",49,Tristan + Isolde,6.8,125 min,47905,(2006)
"
Drama, Mystery, Thriller            ",72,Inland Empire,7.0,180 min,47776,(2006)
"
Action, Crime, Thriller            ",49,The Sentinel,6.1,108 min,45027,(2006)
"
Crime, Drama, Mystery            ",82,Ne le dis à personne,7.5,131 min,44582,(2006)
"
Comedy, Crime            ",26,Littleman,4.3,98 min,44421,(2006)
"
Comedy, Sport            ",25,The Benchwarmers,5.6,80 min,44380,(2006)
"
Action, Fantasy, Horror            ",19,The Covenant,5.3,97 min,43218,(2006)
"
Horror, Thriller            ",33,The Grudge 2,5.0,102 min,42952,(2006)
"
Drama, War            ",82,The Wind that Shakes the Barley,7.5,127 min,41128,(2006)
"
Action, Adventure            ",38,DOA: Dead or Alive,4.8,87 min,40844,(2006)
"
Comedy, Romance            ",36,Employee of the Month,5.5,103 min,40537,(2006)
"
Drama, Romance            ",57,Candy,7.3,116 min,39623,(2006)
"
Biography, Drama, History            ",54,Bobby,7.0,117 min,39616,(I) (2006)
"
Comedy, Drama, Romance            ",57,The Last Kiss,6.5,115 min,39480,(2006)
"
Action, Drama, Romance            ",70,Man cheng jin dai huang jin jia,7.0,111 min,39253,(2006)
"
Crime, Horror, Mystery            ",27,When a Stranger Calls,5.1,87 min,38816,(2006)
"
Biography, Drama, Sport            ",58,Glory Road,7.2,118 min,38772,(2006)
"
Action, Adventure, Drama            ",47,Flyboys,6.5,140 min,38449,(2006)
"
Crime, Drama, Sport            ",52,Gridiron Gang,6.9,125 min,37730,(2006)
"
Comedy, Horror, Sci-Fi            ",62,Black Sheep,5.8,87 min,36881,(2006)
"
Comedy, Crime            ",34,Big Momma's House 2,4.7,99 min,36334,(2006)
"
Comedy, Drama, Mystery            ",44,Southland Tales,5.5,145 min,34409,(2006)
"
Comedy, Family, Fantasy            ",51,Aquamarine,5.3,104 min,34374,(2006)
"
Comedy, Horror, Thriller            ",62,Severance,6.5,96 min,34052,(2006)
"
Drama, Mystery, Thriller            ",26,Basic Instinct 2,4.3,114 min,34030,(2006)
"
Horror, Mystery, Thriller            ",36,Turistas,5.4,93 min,33498,(2006)
"
Animation, Adventure, Comedy            ",59,The Ant Bully,5.8,88 min,33314,(2006)
"
Animation, Comedy, Family            ",37,Garfield: A Tail of Two Kitties,5.0,82 min,32949,(2006)
"
Comedy, Family, Fantasy            ",68,Charlotte's Web,6.3,97 min,32005,(2006)
"
Action, Fantasy, Horror            ",59,Dnevnoy dozor,6.5,132 min,31604,(2006)
"
Biography, Crime, Drama            ",62,Hollywoodland,6.5,126 min,30942,(2006)
"
Drama, Horror, Thriller            ",62,Bug,6.1,102 min,30490,(2006)
"
Biography, Comedy, Crime            ",65,Find Me Guilty,7.1,125 min,30375,(2006)
"
Action, Drama, Thriller            ",45,The Marine,4.7,92 min,29989,(2006)
"
Drama, Romance            ",64,Shortbus,6.5,101 min,29765,(2006)
"
Comedy, Drama, Romance            ",39,Man of the Year,6.2,115 min,29759,(2006)
"
Animation, Adventure, Family            ",39,Arthur et les Minimoys,6.0,94 min,29125,(2006)
"
Drama            ",78,Efter brylluppet,7.8,120 min,28591,(2006)
"
Horror            ",44,All the Boys Love Mandy Lane,5.6,90 min,28433,(2006)
"
Comedy, Romance            ",72,Hors de prix,7.0,106 min,28345,(2006)
"
Fantasy, Horror, Sci-Fi            ",24,Stay Alive,5.1,85 min,27767,(2006)
"
Comedy            ",44,School for Scoundrels,5.9,100 min,27691,(2006)
"
Crime, Drama, Mystery            ",44,Unknown,6.5,85 min,27653,(2006)
"
Animation, Adventure, Fantasy            ",47,Gedo senki,6.5,115 min,27628,(2006)
"
Biography, Drama, History            ",52,Goya's Ghosts,6.9,113 min,27305,(2006)
"
Action, Drama, Thriller            ",62,Seraphim Falls,6.7,115 min,26945,(2006)
"
Horror, Thriller            ",60,Ils,6.5,77 min,26839,(2006)
"
Adventure, Comedy, Family            ",32,The Santa Clause 3: The Escape Clause,4.7,97 min,26734,(2006)
"
Comedy, Drama, Horror            ",70,Fido,6.7,93 min,26656,(2006)
"
Horror, Sci-Fi, Thriller            ",27,Pulse,4.7,90 min,26504,(I) (2006)
"
Documentary            ",75,This Film Is Not Yet Rated,7.5,98 min,26422,(2006)
"
Biography, Drama            ",57,Miss Potter,7.0,88 min,25870,(2006)
"
Comedy, Horror            ",57,Hatchet,5.7,85 min,25721,(2006)
"
Comedy            ",52,Last Holiday,6.4,112 min,24882,(2006)
"
Documentary            ",62,Jesus Camp,7.5,84 min,24791,(2006)
"
Comedy, Drama, Sport            ",53,Stick It,6.4,103 min,24658,(2006)
"
Action, Horror, Thriller            ",17,See No Evil,5.1,84 min,23852,(2006)
"
Animation, Adventure, Comedy            ",42,Barnyard,5.6,90 min,23825,(2006)
"
Drama, Romance, Sport            ",40,Peaceful Warrior,7.3,120 min,23743,(2006)
"
Crime, Drama            ",67,A Guide to Recognizing Your Saints,7.0,100 min,23555,(2006)
"
Comedy, Music            ",45,American Dreamz,5.5,107 min,23462,(2006)
"
Drama, Music            ",55,Take the Lead,6.7,118 min,23304,(2006)
"
Comedy, Drama, Romance            ",68,Friends with Money,5.8,88 min,22955,(2006)
"
Drama, Mystery, Thriller            ",49,The Good German,6.1,105 min,22758,(2006)
"
Biography, Drama, History            ",65,Amazing Grace,7.5,118 min,22450,(2006)
"
Drama, Thriller            ",37,All the King's Men,6.2,128 min,22234,(2006)
"
Comedy, Drama, Romance            ",64,Fast Food Nation,6.3,116 min,22181,(2006)
"
Horror            ",22,Black Christmas,4.6,84 min,22140,(2006)
"
Action, Adventure, Family            ",42,Stormbreaker,5.1,93 min,21823,(2006)
"
Comedy, Crime            ",27,Let's Go to Prison,6.0,84 min,21355,(2006)
"
Animation, Adventure, Comedy            ",47,The Wild,5.3,94 min,21237,(2006)
"
Adventure, Drama, Sci-Fi            ",55,The Astronaut Farmer,6.3,104 min,21046,(2006)
"
Comedy, Drama            ",52,Running with Scissors,6.2,116 min,20996,(2006)
"
Crime, Drama, Romance            ",56,Breaking and Entering,6.5,120 min,20965,(2006)
"
Comedy, Drama, Romance            ",43,Catch and Release,6.0,124 min,20830,(II) (2006)
"
Comedy, Romance            ",21,Van Wilder 2: The Rise of Taj,4.8,97 min,20778,(2006)
"
Comedy, Drama, Music            ",75,A Prairie Home Companion,6.8,105 min,20693,(2006)
"
Comedy, Family, Romance            ",17,Material Girls,3.9,98 min,20380,(2006)
"
Drama            ",88,Away from Her,7.6,110 min,20105,(2006)
"
Comedy, Drama, Romance            ",69,Starter for 10,6.7,92 min,19814,(2006)
"
Biography, Drama            ",45,Factory Girl,6.4,90 min,19715,(2006)
"
Comedy, Family            ",28,Deck the Halls,4.9,93 min,19111,(2006)
"
Drama, Romance, Sport            ",37,Annapolis,5.8,108 min,19094,(2006)
"
Comedy, Drama, Romance            ",74,The History Boys,6.9,109 min,19041,(2006)
"
Comedy, Horror, Thriller            ",66,Behind the Mask: The Rise of Leslie Vernon,6.8,92 min,19023,(2006)
"
Crime, Drama, Romance            ",60,Lonely Hearts,6.5,108 min,19014,(2006)
"
Drama            ",82,The Namesake,7.5,122 min,17746,(2006)
"
Drama            ",72,Akeelah and the Bee,7.4,112 min,16759,(2006)
"
Action, Adventure, Comedy            ",26,Zoom,4.3,83 min,16746,(2006)
"
Comedy, Family, Fantasy            ",43,The Shaggy Dog,4.4,98 min,16518,(2006)
"
Comedy, Romance            ",32,Fast Track,5.5,89 min,16018,(2006)
"
Drama, Family, Romance            ",49,The Ultimate Gift,7.4,114 min,15910,(2006)
"
Action, Adventure, Comedy            ",62,"OSS 117: Le Caire, nid d'espions",7.1,99 min,15801,(2006)
"
Comedy, Drama            ",54,Art School Confidential,6.3,102 min,15790,(2006)
"
Comedy, Drama            ",70,The Hoax,6.7,116 min,15319,(2006)
"
Biography, Crime, Drama            ",68,Infamous,7.1,110 min,15272,(2006)
"
Action, Adventure, Sci-Fi            ",68,Krrish,6.4,185 min,15091,(2006)
"
Animation, Action, Sci-Fi            ",57,Renaissance,6.7,105 min,14967,(2006)
"
Comedy, Drama, Horror            ",83,Taxidermia,7.0,91 min,14761,(2006)
"
Crime, Drama, Mystery            ",43,Freedomland,5.1,113 min,14362,(2006)
"
Biography, Drama, Romance            ",50,Fur: An Imaginary Portrait of Diane Arbus,6.5,122 min,14254,(2006)
"
Animation, Adventure, Comedy            ",62,Curious George,6.5,87 min,14010,(2006)
"
Drama, Sport            ",38,Facing the Giants,6.7,111 min,13894,(2006)
"
Crime, Mystery, Thriller            ",51,The Night Listener,5.9,91 min,13753,(2006)
"
Comedy, Drama            ",54,10 Items or Less,6.7,82 min,13584,(2006)
"
Crime, Drama, Mystery            ",65,The Dead Girl,6.7,85 min,13480,(2006)
"
Drama, War            ",82,Indigènes,7.1,128 min,13018,(2006)
"
Comedy            ",68,For Your Consideration,6.3,86 min,12913,(2006)
"
Action, Fantasy, Horror            ",33,Skinwalkers,4.6,110 min,12280,(2006)
"
Biography, Drama, Music            ",59,Copying Beethoven,6.8,104 min,12019,(2006)
"
Drama, Sci-Fi, Thriller            ",57,Right at Your Door,6.1,96 min,11831,(2006)
"
Comedy, Drama, Romance            ",82,Venus,7.1,95 min,11818,(I) (2006)
"
Horror, Mystery, Thriller            ",42,The Abandoned,5.6,99 min,11796,(2006)
"
Drama, Mystery, Thriller            ",56,La sconosciuta,7.5,118 min,11795,(2006)
"
Documentary            ",70,Who Killed the Electric Car?,7.7,92 min,11705,(2006)
"
Documentary, Crime, History            ",59,Cocaine Cowboys,7.9,118 min,11583,(2006)
"
Comedy, Drama, Romance            ",64,Something New,6.8,99 min,11554,(I) (2006)
"
Drama, Romance            ",54,Snow Cake,7.6,112 min,11551,(2006)
"
Comedy, Crime            ",38,Trailer Park Boys: The Movie,7.3,95 min,11039,(2006)
"
Drama, Mystery, Thriller            ",73,Red Road,6.8,113 min,11028,(2006)
"
Animation, Action, Adventure            ",65,Tekkon kinkurîto,7.7,111 min,10928,(2006)
"
Horror, Mystery, Thriller            ",38,The Return,4.8,85 min,10909,(I) (2006)
"
Drama            ",66,Sherrybaby,6.6,96 min,10886,(2006)
"
Documentary, Drama, War            ",64,The Road to Guantanamo,7.5,95 min,10830,(2006)
"
Drama, Mystery, Romance            ",73,Shi gan,7.2,97 min,10806,(2006)
"
Comedy, Drama, Romance            ",70,Outsourced,7.0,103 min,10543,(2006)
"
Comedy            ",63,The Foot Fist Way,6.4,85 min,10303,(2006)
"
Documentary, Drama            ",58,The Bridge,7.3,94 min,10230,(I) (2006)
"
Comedy, Drama            ",56,Driving Lessons,6.8,98 min,10123,(2006)
"
Comedy, Crime, Drama            ",63,ATL,6.0,105 min,10039,(2006)
"
Drama, Romance            ",47,Bella,7.3,91 min,10026,(2006)
"
Comedy            ",71,Direktøren for det hele,6.7,99 min,9895,(2006)
"
Action, Drama, War            ",42,Home of the Brave,5.6,106 min,9858,(2006)
"
Comedy, Drama, Romance            ",45,Madea's Family Reunion,5.1,107 min,9750,(2006)
"
Biography, Drama, History            ",62,Catch a Fire,6.7,101 min,9666,(2006)
"
Drama            ",72,Iklimler,7.3,101 min,9416,(2006)
"
Comedy, Romance            ",21,Larry the Cable Guy: Health Inspector,3.2,89 min,9383,(2006)
"
Adventure, Comedy, Family            ",43,Unaccompanied Minors,5.1,90 min,9301,(2006)
"
Animation, Adventure, Comedy            ",28,Happily N'Ever After,4.5,75 min,9288,(2006)
"
Documentary, Crime            ",86,Deliver Us from Evil,8.0,101 min,9136,(2006)
"
Drama, Family, History            ",52,The Nativity Story,6.8,101 min,8988,(2006)
"
Comedy, Drama            ",68,La doublure,6.6,85 min,8918,(2006)
"
Action, Sport            ",30,Crossover,2.1,95 min,8874,(2006)
"
Action, Crime, Drama            ",37,Waist Deep,5.9,97 min,8753,(2006)
"
Drama, Romance            ",58,Ask the Dust,5.8,117 min,8658,(2006)
